no;exp;wks;occ;ind;south;smsa;ms;fem;union;ed;blk;lwage;t;id
3234;42;37;1;1;0;1;1;0;0;6;0;6.421619892;7;462
3235;13;48;0;0;0;1;0;1;0;17;0;6.678339958;1;463
3236;14;50;0;0;0;1;0;1;0;17;0;6.68460989;2;463
3237;15;48;0;0;0;1;0;1;0;17;0;6.856460094;3;463
3238;16;48;0;0;0;1;0;1;0;17;0;6.856460094;4;463
3239;17;47;0;0;0;1;0;1;0;17;0;6.907760143;5;463
3240;18;47;0;0;0;1;0;1;0;17;0;7.047520161;6;463
3241;19;45;0;0;0;1;0;1;0;17;0;7.279319763;7;463
3242;40;49;1;1;0;1;0;1;0;12;0;5.926929951;1;464
3243;41;52;1;1;0;1;0;1;0;12;0;5.991459846;2;464
3244;42;49;1;1;0;1;0;1;0;12;0;5.857930183;3;464
3245;43;50;1;1;0;1;0;1;0;12;0;6.079929829;4;464
3246;44;50;1;1;0;1;0;1;0;12;0;6.2146101;5;464
3247;45;49;0;1;0;1;0;1;0;12;0;6.437749863;6;464
3248;46;49;1;1;0;1;0;1;0;12;0;6.55535984;7;464
3249;3;37;0;0;0;1;1;0;1;16;0;6.2146101;1;465
3250;4;39;0;0;0;1;1;0;1;16;0;6.380119801;2;465
3251;5;36;0;0;0;1;1;0;1;16;0;6.354370117;3;465
3252;6;39;0;0;0;1;1;0;1;16;0;6.476970196;4;465
3253;7;37;0;0;0;1;1;0;1;16;0;6.437749863;5;465
3254;8;38;0;0;0;0;1;0;1;16;0;6.529419899;6;465
3255;9;38;0;0;0;0;1;0;1;16;0;6.68460989;7;465
3256;28;50;1;1;0;1;1;0;1;12;0;6.244170189;1;466
3257;29;38;1;1;0;1;1;0;1;12;0;6.345640182;2;466
3258;30;49;1;1;0;1;1;0;1;12;0;6.421619892;3;466
3259;31;48;1;1;0;1;1;0;1;12;0;6.514709949;4;466
3260;32;49;1;1;0;1;1;0;0;12;0;6.586170197;5;466
3261;33;48;1;1;0;1;1;0;1;12;0;6.68460989;6;466
3262;34;30;1;1;0;1;1;0;1;12;0;6.751100063;7;466
3263;24;46;1;1;0;1;1;0;1;12;0;6.234409809;1;467
3264;25;51;1;1;0;1;1;0;1;12;0;6.318970203;2;467
3265;26;49;1;1;0;1;1;0;1;12;0;6.421619892;3;467
3266;27;49;1;1;0;1;1;0;1;12;0;6.493750095;4;467
3267;28;49;1;1;0;1;1;0;1;12;0;6.551080227;5;467
3268;29;49;1;1;0;1;1;0;1;12;0;7.003069878;6;467
3269;30;49;1;1;0;1;1;0;1;12;0;6.810140133;7;467
3270;40;49;0;1;0;1;1;0;0;17;0;6.905749798;1;468
3271;41;48;0;1;0;1;1;0;0;17;0;6.905749798;2;468
3272;42;48;0;1;0;1;1;0;0;17;0;7.313220024;3;468
3273;43;49;0;0;0;1;1;0;0;17;0;7.313220024;4;468
3274;44;49;0;1;0;1;1;0;0;17;0;7.313220024;5;468
3275;45;49;0;1;0;1;1;0;0;17;0;7.377759933;6;468
3276;46;50;0;1;0;1;1;0;0;17;0;7.377759933;7;468
3277;44;40;1;0;1;1;0;1;0;9;1;5.393630028;1;469
3278;45;35;1;0;1;1;0;1;0;9;1;5.438079834;2;469
3279;46;39;1;0;1;1;0;1;0;9;1;4.605169773;3;469
3280;47;40;1;0;1;1;0;1;0;9;1;5.081399918;4;469
3281;48;39;1;0;1;1;0;1;0;9;1;5.272999763;5;469
3282;49;38;1;0;1;1;0;1;0;9;1;5.814129829;6;469
3283;50;37;1;0;1;1;0;1;0;9;1;5.749390125;7;469
3284;10;50;1;1;0;1;1;0;0;12;0;6.529419899;1;470
3285;11;50;1;1;0;1;1;0;0;12;0;6.620069981;2;470
3286;12;49;1;1;0;1;1;0;0;12;0;6.459899902;3;470
3287;13;52;0;1;1;1;1;0;0;12;0;7.003069878;4;470
3288;14;51;0;1;1;1;1;0;0;12;0;7.207859993;5;470
3289;15;50;0;1;0;0;1;0;0;12;0;7.467370033;6;470
3290;16;51;0;1;0;0;1;0;0;12;0;7.149129868;7;470
3291;29;49;0;0;0;1;1;0;0;16;0;6.652860165;1;471
3292;30;48;0;0;0;1;1;0;0;16;0;6.731019974;2;471
3293;31;48;0;0;0;1;1;0;0;16;0;6.829790115;3;471
3294;32;46;0;0;0;1;1;0;0;16;0;6.932449818;4;471
3295;33;48;0;0;0;1;1;0;0;16;0;7.025539875;5;471
3296;34;44;0;0;0;1;1;0;0;16;0;7.130899906;6;471
3297;35;44;0;0;0;1;1;0;0;16;0;7.207859993;7;471
3298;4;21;0;0;1;0;0;1;0;12;0;5.579730034;1;472
3299;5;42;0;0;1;0;0;1;0;12;0;5.733339787;2;472
3300;6;49;0;0;1;0;0;1;0;12;0;5.768320084;3;472
3301;7;49;0;0;1;0;0;1;0;12;0;5.86646986;4;472
3302;8;44;0;0;1;0;0;1;0;12;0;6.066110134;5;472
3303;9;47;0;0;1;0;0;1;0;12;0;6.234409809;6;472
3304;10;48;0;0;1;0;0;1;0;12;0;6.386879921;7;472
3305;5;50;1;0;0;0;1;0;1;14;0;6.421619892;1;473
3306;6;48;1;0;0;0;1;0;1;14;0;6.375020027;2;473
3307;7;48;1;0;0;0;1;0;1;14;0;6.586170197;3;473
3308;8;47;1;0;0;0;1;0;1;14;0;6.762730122;4;473
3309;9;50;1;0;0;0;1;0;1;14;0;6.748760223;5;473
3310;10;49;1;0;0;0;1;0;1;14;0;6.802390099;6;473
3311;11;46;1;0;0;0;1;0;1;14;0;6.939249992;7;473
3312;12;52;0;1;1;1;1;0;0;17;0;6.715380192;1;474
3313;13;50;0;1;1;1;1;0;0;17;0;6.745240211;2;474
3314;14;52;0;1;1;1;1;0;0;17;0;6.88244009;3;474
3315;15;51;0;1;1;1;1;0;0;17;0;6.980080128;4;474
3316;16;50;0;1;1;1;1;0;0;17;0;7.244229794;5;474
3317;17;51;0;0;1;1;1;0;0;17;0;7.438379765;6;474
3318;18;52;0;0;1;1;1;0;0;17;0;7.177020073;7;474
3319;17;48;1;0;0;0;1;0;1;12;0;6.813439846;1;475
3320;18;51;1;0;0;0;1;0;1;12;0;6.88244009;2;475
3321;19;50;1;0;0;0;1;0;1;12;0;7.003069878;3;475
3322;20;49;1;0;0;0;1;0;1;12;0;7.170119762;4;475
3323;21;50;1;0;0;0;1;0;1;12;0;7.177780151;5;475
3324;22;48;1;0;0;0;1;0;1;12;0;7.244229794;6;475
3325;23;48;1;0;0;0;1;0;1;12;0;7.393260002;7;475
3326;26;47;1;1;0;1;1;0;1;10;0;5.869299889;1;476
3327;27;49;1;1;0;1;1;0;1;10;0;5.857930183;2;476
3328;28;38;1;1;0;1;1;0;1;10;0;5.877739906;3;476
3329;29;8;0;0;0;1;1;0;0;10;0;5.857930183;4;476
3330;30;43;1;1;0;1;1;0;0;10;0;6.586170197;5;476
3331;31;52;1;1;0;1;1;0;0;10;0;6.354370117;6;476
3332;32;52;1;1;0;1;1;0;0;10;0;6.586170197;7;476
3333;10;47;0;1;0;1;1;0;1;12;0;6.280399799;1;477
3334;11;26;0;1;0;1;1;0;1;12;0;6.445720196;2;477
3335;12;48;0;1;0;1;1;0;1;12;0;6.480040073;3;477
3336;13;48;0;1;0;1;1;0;1;12;0;6.77421999;4;477
3337;14;48;0;1;0;1;1;0;1;12;0;6.831950188;5;477
3338;15;46;0;1;0;1;1;0;1;12;0;6.907760143;6;477
3339;16;49;1;1;0;1;1;0;1;12;0;7.003069878;7;477
3340;3;49;1;1;0;1;1;0;1;16;0;6.253829956;1;478
3341;4;49;1;1;0;1;1;0;1;16;0;6.461470127;2;478
3342;5;48;1;1;0;1;1;0;1;16;0;6.536690235;3;478
3343;6;47;1;1;0;1;1;0;1;16;0;6.620069981;4;478
3344;7;49;0;1;0;1;1;0;1;16;0;6.635950089;5;478
3345;8;49;0;1;0;1;1;0;1;16;0;6.751100063;6;478
3346;9;50;0;0;0;1;1;0;0;16;0;6.856460094;7;478
3347;21;48;1;0;1;1;1;0;0;12;0;6.905749798;1;479
3348;22;48;1;0;1;1;1;0;0;12;0;6.905749798;2;479
3349;23;48;1;0;1;1;1;0;0;12;0;7.234179974;3;479
3350;24;48;1;0;1;1;0;0;0;12;0;7.299799919;4;479
3351;25;48;1;0;1;1;1;0;0;12;0;7.313220024;5;479
3352;26;48;1;0;1;1;1;0;0;12;0;7.375879765;6;479
3353;27;47;1;0;1;1;1;0;0;12;0;7.618740082;7;479
3354;17;51;1;1;1;0;1;0;0;12;0;5.598420143;1;480
3355;18;50;1;1;1;0;1;0;0;12;0;6.2146101;2;480
3356;19;50;1;1;1;0;1;0;0;12;0;6.109250069;3;480
3357;20;50;1;1;1;0;1;0;1;12;0;6.263400078;4;480
3358;21;48;1;1;1;0;1;0;1;12;0;6.551080227;5;480
3359;22;45;1;1;1;0;1;0;1;12;0;6.802390099;6;480
3360;23;42;1;1;1;0;1;0;1;12;0;6.956550121;7;480
3361;18;48;0;0;1;0;1;0;0;7;0;5.703780174;1;481
3362;19;50;0;0;1;0;1;0;0;7;0;5.720310211;2;481
3363;20;50;0;0;1;0;1;0;0;7;0;5.991459846;3;481
3364;21;50;0;0;1;0;1;0;0;7;0;6.052090168;4;481
3365;22;48;0;0;1;0;1;0;0;7;0;6.2146101;5;481
3366;23;48;0;0;1;0;1;0;0;7;0;6.263400078;6;481
3367;24;49;0;1;1;0;1;0;0;7;0;6.309919834;7;481
3368;10;44;1;0;1;1;1;0;0;11;0;6.354370117;1;482
3369;11;49;1;0;1;1;1;0;0;11;0;6.354370117;2;482
3370;12;50;1;0;1;1;1;0;0;11;0;6.536690235;3;482
3371;13;49;1;0;1;1;1;0;0;11;0;6.606649876;4;482
3372;14;48;1;0;1;1;1;0;0;11;0;6.606649876;5;482
3373;15;48;1;0;1;1;1;0;0;11;0;6.756929874;6;482
3374;16;49;1;0;1;1;1;0;0;11;0;6.951769829;7;482
3375;7;50;0;0;1;1;0;0;1;14;1;6.075349808;1;483
3376;8;50;0;0;1;1;0;0;1;14;1;6.354370117;2;483
3377;9;49;0;0;1;1;0;0;1;14;1;6.586170197;3;483
3378;10;48;0;0;1;1;0;0;1;14;1;6.58893013;4;483
3379;11;46;0;0;1;1;0;0;1;14;1;6.593039989;5;483
3380;12;49;0;0;1;1;0;0;1;14;1;6.842679977;6;483
3381;13;47;0;0;1;1;0;0;1;14;1;6.972609997;7;483
3382;7;44;1;0;0;1;1;0;1;10;0;6.561029911;1;484
3383;8;49;1;0;0;1;1;0;1;10;0;6.905749798;2;484
3384;9;45;1;0;0;1;1;0;1;10;0;6.733399868;3;484
3385;10;49;1;0;0;1;1;0;1;10;0;6.874199867;4;484
3386;11;47;1;0;0;1;1;0;1;10;0;7.034389973;5;484
3387;12;49;1;0;0;1;1;0;1;10;0;7.035270214;6;484
3388;13;39;1;0;0;1;1;0;1;10;0;7.196690083;7;484
3389;18;49;0;1;0;1;1;0;1;12;0;6.356110096;1;485
3390;19;49;0;1;0;1;1;0;1;12;0;6.492239952;2;485
3391;20;49;0;1;0;1;1;0;1;12;0;6.659289837;3;485
3392;21;49;0;1;0;1;1;0;1;12;0;6.569479942;4;485
3393;22;49;0;1;0;1;1;0;1;12;0;6.800169945;5;485
3394;23;49;0;1;0;1;1;0;1;12;0;6.731019974;6;485
3395;24;48;0;1;0;1;1;0;1;12;0;6.925600052;7;485
3396;32;48;1;0;0;1;1;0;1;9;0;6.905749798;1;486
3397;33;52;1;0;0;1;1;0;1;9;0;6.905749798;2;486
3398;34;50;1;0;0;1;1;0;1;9;0;6.956550121;3;486
3399;35;51;1;0;0;1;1;0;1;9;0;7.025539875;4;486
3400;36;43;1;0;0;1;1;0;1;9;0;7.090079784;5;486
3401;37;50;1;0;0;1;1;0;1;9;0;7.090079784;6;486
3402;38;49;1;0;0;1;1;0;1;9;0;7.244229794;7;486
3403;10;49;0;0;0;1;1;0;1;15;0;6.727429867;1;487
3404;11;49;0;0;0;1;1;0;1;15;0;6.802390099;2;487
3405;12;48;0;0;0;1;1;0;1;15;0;6.886529922;3;487
3406;13;48;0;0;0;1;1;0;1;15;0;6.956550121;4;487
3407;14;47;0;0;0;1;1;0;1;15;0;7.090079784;5;487
3408;15;46;0;0;0;1;1;0;1;15;0;7.261929989;6;487
3409;16;43;0;0;0;1;1;0;1;15;0;7.428329945;7;487
3410;26;41;1;0;0;1;1;0;1;12;0;6.552509785;1;488
3411;27;47;1;0;0;1;1;0;1;12;0;6.624070168;2;488
3412;28;32;1;0;0;0;1;0;1;12;0;6.786719799;3;488
3413;29;46;1;0;0;0;1;0;1;12;0;6.830870152;4;488
3414;30;44;1;0;0;0;1;0;1;12;0;7.044909954;5;488
3415;31;45;1;0;0;0;1;0;1;12;0;7.02643013;6;488
3416;32;23;1;0;0;0;1;0;1;12;0;7.135690212;7;488
3417;31;50;0;0;1;1;1;0;0;12;0;6.590300083;1;489
3418;32;50;0;0;1;1;1;0;0;12;0;6.620069981;2;489
3419;33;50;0;0;1;1;1;0;0;12;0;6.652860165;3;489
3420;34;50;0;0;1;1;1;0;0;12;0;6.715380192;4;489
3421;35;51;0;0;1;1;1;0;0;12;0;6.77421999;5;489
3422;36;50;1;0;1;1;1;0;0;12;0;6.856460094;6;489
3423;37;51;0;0;1;1;1;0;0;12;0;6.932449818;7;489
3424;24;46;0;1;0;1;0;0;0;16;0;6.802390099;1;490
3425;25;45;0;1;0;1;0;0;0;16;0;6.905749798;2;490
3426;26;47;0;1;0;1;1;0;1;16;0;6.907760143;3;490
3427;27;49;0;1;0;1;1;0;0;16;0;7.014810085;4;490
3428;28;47;0;1;0;1;1;0;0;16;0;7.038780212;5;490
3429;29;47;0;1;0;1;1;0;0;16;0;6.948900223;6;490
3430;30;49;0;1;0;1;1;0;0;16;0;7.196690083;7;490
3431;7;12;1;0;0;1;1;0;1;12;0;6.272880077;1;491
3432;8;25;1;0;0;1;1;0;1;12;0;6.463029861;2;491
3433;9;49;1;0;0;1;1;0;1;12;0;6.530879974;3;491
3434;10;51;1;0;0;1;1;0;1;12;0;6.669499874;4;491
3435;11;50;1;0;0;1;1;0;1;12;0;6.666959763;5;491
3436;12;50;1;0;0;1;1;0;0;12;0;7.025539875;6;491
3437;13;46;1;0;0;1;0;0;0;12;0;7.025539875;7;491
3438;22;48;0;0;0;1;0;1;1;12;0;6.156980038;1;492
3439;23;47;0;0;0;1;0;1;1;12;0;6.109250069;2;492
3440;24;48;0;0;0;1;0;1;1;12;0;6.336830139;3;492
3441;25;49;0;0;0;1;0;1;1;12;0;6.359570026;4;492
3442;26;48;0;0;0;1;0;1;1;12;0;6.587550163;5;492
3443;27;47;0;0;0;1;0;1;1;12;0;6.712959766;6;492
3444;28;47;0;0;0;1;0;1;1;12;0;5.849319935;7;492
3445;12;50;0;1;1;0;1;0;0;14;0;6.551080227;1;493
3446;13;50;0;1;1;1;1;0;0;14;0;6.620069981;2;493
3447;14;48;0;1;1;1;1;0;0;14;0;6.700729847;3;493
3448;15;49;0;1;1;1;1;0;0;14;0;6.771940231;4;493
3449;16;49;0;1;1;1;1;0;0;14;0;6.856460094;5;493
3450;17;49;0;1;1;1;1;0;0;14;0;7.090079784;6;493
3451;18;49;1;1;1;1;1;0;0;14;0;6.972609997;7;493
3452;39;44;1;1;0;1;0;1;1;14;1;5.948029995;1;494
3453;40;48;1;1;0;1;0;1;1;14;1;6.052090168;2;494
3454;41;35;1;1;0;1;0;1;1;14;1;6.115890026;3;494
3455;42;48;1;1;0;1;0;1;1;14;1;6.180019855;4;494
3456;43;48;1;1;0;1;0;1;1;14;1;6.259580135;5;494
3457;44;48;1;1;0;1;0;1;1;14;1;6.315360069;6;494
3458;45;48;1;1;0;1;0;1;1;14;1;6.368189812;7;494
3459;8;41;1;0;0;0;1;0;0;14;0;6.2146101;1;495
3460;9;42;1;0;0;0;1;0;0;14;0;6.309919834;2;495
3461;10;48;1;0;0;1;1;0;1;14;0;6.68460989;3;495
3462;11;52;1;0;0;1;1;0;1;14;0;6.742879868;4;495
3463;12;51;1;0;0;1;1;0;1;14;0;6.813439846;5;495
3464;13;51;1;0;0;1;1;0;1;14;0;6.802390099;6;495
3465;14;49;1;0;0;1;1;0;1;14;0;6.956550121;7;495
3466;33;41;1;1;0;1;1;0;1;8;0;6.905749798;1;496
3467;34;45;1;1;0;1;1;0;1;8;0;6.905749798;2;496
3468;35;47;1;1;0;1;1;0;1;8;0;7.184629917;3;496
3469;36;46;1;1;0;1;1;0;1;8;0;7.288929939;4;496
3470;37;43;1;1;0;1;1;0;1;8;0;7.390799999;5;496
3471;38;47;1;1;0;1;1;0;1;8;0;7.486609936;6;496
3472;39;46;1;1;0;1;1;0;1;8;0;7.560599804;7;496
3473;15;49;1;0;0;1;1;0;0;14;0;6.905749798;1;497
3474;16;49;0;0;0;1;1;0;0;14;0;6.905749798;2;497
3475;17;49;0;0;0;1;1;0;0;14;0;7.090079784;3;497
3476;18;48;0;0;0;1;1;0;0;14;0;7.244229794;4;497
3477;19;48;0;0;0;1;1;0;0;14;0;7.354360104;5;497
3478;20;48;0;0;0;1;1;0;0;14;0;7.290969849;6;497
3479;21;47;0;0;0;1;1;0;0;14;0;7.467370033;7;497
3480;20;46;0;0;0;1;0;1;0;12;0;6.263400078;1;498
3481;21;49;0;0;0;1;0;1;0;12;0;6.300789833;2;498
3482;22;48;0;0;0;1;0;1;0;12;0;6.396930218;3;498
3483;23;49;0;0;0;1;0;1;0;12;0;6.396930218;4;498
3484;24;49;0;0;0;1;0;1;0;12;0;6.558199883;5;498
3485;25;35;0;0;0;1;0;1;0;12;0;6.77421999;6;498
3486;26;36;0;0;0;1;0;1;0;12;0;6.869009972;7;498
3487;34;6;1;1;0;1;1;0;1;11;0;6.359570026;1;499
3488;35;48;1;1;0;1;1;0;1;11;0;6.456769943;2;499
3489;36;47;1;1;0;1;1;0;1;11;0;6.613379955;3;499
3490;37;45;1;1;0;1;1;0;1;11;0;6.63988018;4;499
3491;38;44;1;1;0;1;1;0;1;11;0;6.77421999;5;499
3492;39;47;1;1;0;1;1;0;1;11;0;6.791220188;6;499
3493;40;47;1;1;0;1;1;0;1;11;0;6.840549946;7;499
3494;3;46;0;0;0;0;1;0;0;17;0;6.620069981;1;500
3495;4;48;0;0;0;0;1;0;0;17;0;6.620069981;2;500
3496;5;48;0;0;0;0;1;0;0;17;0;6.68460989;3;500
3497;6;49;0;0;0;0;1;0;0;17;0;6.887549877;4;500
3498;7;49;0;0;0;0;1;0;0;17;0;6.856460094;5;500
3499;8;49;0;0;0;0;1;0;0;17;0;5.988959789;6;500
3500;9;48;0;0;1;1;1;0;0;17;0;6.126870155;7;500
3501;28;46;1;1;1;1;1;0;1;12;0;6.359570026;1;501
3502;29;47;1;1;1;1;1;0;1;12;0;6.452050209;2;501
3503;30;47;1;1;1;1;1;0;1;12;0;6.529419899;3;501
3504;31;46;1;1;1;1;1;0;1;12;0;6.638569832;4;501
3505;32;46;1;1;1;1;1;0;1;12;0;6.791220188;5;501
3506;33;38;1;1;1;1;1;0;1;12;0;6.956550121;6;501
3507;34;45;0;1;1;1;1;0;1;12;0;7.034389973;7;501
3508;14;44;0;0;0;0;0;1;0;17;0;6.646389961;1;502
3509;15;44;0;0;0;0;0;1;1;17;0;6.715380192;2;502
3510;16;44;0;0;0;0;0;1;1;17;0;6.77421999;3;502
3511;17;44;0;0;0;0;0;1;1;17;0;6.956550121;4;502
3512;18;44;0;0;0;0;0;1;1;17;0;6.956550121;5;502
3513;19;44;0;0;0;0;0;1;1;17;0;7.207859993;6;502
3514;20;41;0;0;0;0;0;1;1;17;0;7.189169884;7;502
3515;7;46;1;0;0;1;1;0;1;12;0;6.802390099;1;503
3516;8;40;1;0;0;1;1;0;1;12;0;6.905749798;2;503
3517;9;45;1;0;0;1;1;0;1;12;0;7.102499962;3;503
3518;10;46;1;0;0;1;1;0;1;12;0;7.127689838;4;503
3519;11;47;1;0;0;1;1;0;1;12;0;7.183110237;5;503
3520;12;46;1;0;0;1;1;0;1;12;0;7.353720188;6;503
3521;13;49;1;0;0;1;1;0;1;12;0;7.400010109;7;503
3522;8;46;0;1;0;1;1;0;1;12;0;6.490719795;1;504
3523;9;49;1;1;0;1;1;0;0;12;0;6.645090103;2;504
3524;10;47;1;1;0;1;0;0;0;12;0;6.802390099;3;504
3525;11;46;1;1;0;1;0;0;0;12;0;6.731019974;4;504
3526;12;40;1;1;0;1;1;0;0;12;0;7.03703022;5;504
3527;13;46;1;1;0;1;1;0;0;12;0;6.490719795;6;504
3528;14;48;1;1;0;1;1;0;1;12;0;7.311220169;7;504
3529;23;48;0;0;0;0;1;0;0;16;0;6.905749798;1;505
3530;24;47;0;0;0;0;1;0;0;16;0;6.905749798;2;505
3531;25;48;0;0;0;0;1;0;0;16;0;7.438379765;3;505
3532;26;48;0;0;0;0;1;0;0;16;0;7.600900173;4;505
3533;27;48;0;0;0;0;1;0;0;16;0;6.77421999;5;505
3534;28;48;0;0;0;0;1;0;0;16;0;7.620709896;6;505
3535;29;47;0;0;0;0;1;0;0;16;0;7.790279865;7;505
3536;5;52;1;0;0;1;1;0;0;12;0;6.354370117;1;506
3537;6;51;1;0;0;1;1;0;0;12;0;6.437749863;2;506
3538;7;51;1;0;0;1;1;0;0;12;0;6.551080227;3;506
3539;8;51;1;0;0;1;1;0;0;12;0;6.68460989;4;506
3540;9;52;1;0;0;1;1;0;0;12;0;6.745240211;5;506
3541;10;51;1;0;0;1;1;0;0;12;0;6.68460989;6;506
3542;11;46;1;0;0;1;1;0;0;12;0;6.802390099;7;506
3543;22;51;1;0;0;0;1;0;0;12;0;6.2146101;1;507
3544;23;44;1;0;0;0;1;0;0;12;0;6.309919834;2;507
3545;24;38;1;0;0;0;1;0;0;12;0;6.371610165;3;507
3546;25;39;1;0;0;0;1;0;0;12;0;6.396930218;4;507
3547;26;52;1;0;0;0;1;0;0;12;0;6.551080227;5;507
3548;27;51;1;0;0;0;1;0;0;12;0;6.551080227;6;507
3549;28;51;1;0;0;0;1;0;0;12;0;6.715380192;7;507
3550;34;48;1;0;0;0;1;0;0;12;0;6.282269955;1;508
3551;35;49;1;0;0;0;1;0;0;12;0;6.514709949;2;508
3552;36;50;1;0;0;0;1;0;0;12;0;6.586170197;3;508
3553;37;49;1;0;0;0;1;0;0;12;0;6.715380192;4;508
3554;38;50;1;0;0;0;1;0;0;12;0;6.751100063;5;508
3555;39;48;0;0;0;0;1;0;0;12;0;6.455200195;6;508
3556;40;50;0;0;0;0;1;0;0;12;0;6.709300041;7;508
3557;18;50;0;1;0;1;1;0;0;12;0;6.395259857;1;509
3558;19;50;1;1;0;1;1;0;0;12;0;6.490719795;2;509
3559;20;49;1;1;0;1;1;0;0;12;0;6.595779896;3;509
3560;21;49;0;1;0;1;1;0;0;12;0;6.641180038;4;509
3561;22;48;0;1;0;1;1;0;0;12;0;6.802390099;5;509
3562;23;48;0;1;0;1;1;0;0;12;0;6.918700218;6;509
3563;24;48;0;1;0;1;1;0;0;12;0;6.960350037;7;509
3564;6;50;0;0;0;1;1;0;0;16;0;6.905749798;1;510
3565;7;50;0;0;0;1;1;0;0;16;0;6.905749798;2;510
3566;8;50;0;0;0;1;1;0;0;16;0;7.170119762;3;510
3567;9;50;0;0;0;1;1;0;0;16;0;7.279319763;4;510
3568;10;50;0;0;0;1;1;0;0;16;0;7.313220024;5;510
3569;11;49;0;0;0;1;1;0;0;16;0;7.377759933;6;510
3570;12;50;0;0;0;1;1;0;0;16;0;7.349229813;7;510
3571;12;50;1;0;0;1;1;0;0;13;0;6.194409847;1;511
3572;13;48;1;0;0;1;1;0;0;13;0;6.263400078;2;511
3573;14;49;1;0;0;1;1;0;0;13;0;6.291570187;3;511
3574;15;47;1;0;0;1;1;0;0;13;0;6.131229877;4;511
3575;16;30;1;0;0;1;1;0;0;13;0;6.745240211;5;511
3576;17;49;1;0;0;0;0;0;0;13;0;6.956550121;6;511
3577;18;47;1;0;0;0;0;0;0;13;0;6.840549946;7;511
3578;4;50;1;1;1;0;1;0;0;10;0;6.163310051;1;512
3579;5;49;1;1;1;0;1;0;0;10;0;6.396930218;2;512
3580;6;47;1;1;1;0;1;0;0;10;0;6.715380192;3;512
3581;7;47;1;1;1;0;1;0;0;10;0;6.586170197;4;512
3582;8;47;1;1;1;0;1;0;1;10;0;6.813439846;5;512
3583;9;46;1;1;1;0;1;0;1;10;0;6.907760143;6;512
3584;10;48;1;1;1;0;1;0;1;10;0;7.003069878;7;512
3585;35;50;1;0;0;0;1;0;0;5;0;6.03786993;1;513
3586;36;50;1;0;0;0;1;0;0;5;0;6.171700001;2;513
3587;37;50;1;0;0;0;1;0;0;5;0;6.131229877;3;513
3588;38;50;1;0;0;0;1;0;0;5;0;6.188260078;4;513
3589;39;50;1;0;0;0;1;0;0;5;0;5.765190125;5;513
3590;40;48;1;0;0;0;1;0;0;5;0;5.988959789;6;513
3591;41;50;1;0;0;0;1;0;0;5;0;5.991459846;7;513
3592;18;39;0;0;0;1;1;0;1;14;0;6.905749798;1;514
3593;19;37;0;0;0;1;1;0;1;14;0;6.905749798;2;514
3594;20;44;0;0;0;1;1;0;1;14;0;6.956550121;3;514
3595;21;42;0;0;0;1;1;0;1;14;0;7.090079784;4;514
3596;22;42;0;0;0;1;1;0;1;14;0;7.047520161;5;514
3597;23;41;0;0;0;1;1;0;1;14;0;7.130899906;6;514
3598;24;36;0;0;0;1;1;0;1;14;0;7.346660137;7;514
3599;4;50;1;0;1;1;0;1;0;12;1;5.501259804;1;515
3600;5;52;1;0;1;1;0;1;0;12;1;5.501259804;2;515
3601;6;51;1;0;1;1;0;1;0;12;1;5.652490139;3;515
3602;7;50;1;0;1;1;0;1;0;12;1;5.823050022;4;515
3603;8;50;1;0;1;1;0;1;0;12;1;5.89989996;5;515
3604;9;50;1;0;1;1;0;1;0;12;1;6.052090168;6;515
3605;10;49;1;0;1;1;0;1;0;12;1;6.142039776;7;515
3606;25;50;1;1;0;1;1;0;0;14;0;6.779920101;1;516
3607;26;47;1;1;0;1;1;0;0;14;0;6.905749798;2;516
3608;27;48;1;1;0;1;1;0;0;14;0;6.98472023;3;516
3609;28;47;1;1;0;1;1;0;0;14;0;7.088409901;4;516
3610;29;46;1;1;0;1;1;0;1;14;0;6.861710072;5;516
3611;30;48;1;1;0;1;1;0;1;14;0;6.976349831;6;516
3612;31;49;1;1;0;1;1;0;1;14;0;6.98100996;7;516
3613;7;50;1;0;1;0;1;0;0;13;0;5.598420143;1;517
3614;8;46;1;0;1;0;1;0;0;13;0;5.598420143;2;517
3615;9;50;1;0;1;0;1;0;0;13;0;5.746200085;3;517
3616;10;49;1;0;1;0;1;0;0;13;0;5.966149807;4;517
3617;11;50;1;0;1;0;1;0;0;13;0;6.120299816;5;517
3618;12;48;1;0;1;0;1;0;0;13;0;6.2146101;6;517
3619;13;48;1;0;1;0;1;0;0;13;0;6.345640182;7;517
3620;14;49;0;1;1;0;1;0;0;11;0;5.932250023;1;518
3621;15;50;0;1;1;0;1;0;0;11;0;5.971260071;2;518
3622;16;50;0;1;1;0;1;0;0;11;0;6.113679886;3;518
3623;17;51;1;1;1;0;1;0;0;11;0;6.257669926;4;518
3624;18;51;1;0;1;0;1;0;0;11;0;6.363029957;5;518
3625;19;51;1;0;1;0;1;0;0;11;0;6.405230045;6;518
3626;20;51;1;0;1;0;1;0;0;11;0;6.476970196;7;518
3627;3;49;1;0;0;1;0;0;1;12;1;5.783830166;1;519
3628;4;50;1;0;0;1;0;0;1;12;1;5.991459846;2;519
3629;5;52;1;0;0;1;0;0;1;12;1;5.89715004;3;519
3630;6;51;1;0;0;1;0;0;1;12;1;5.831880093;4;519
3631;7;49;1;0;0;1;0;0;1;12;1;6.052090168;5;519
